Reporting Year,Reporting Month,D_Name,Proj_Name,Sec_NAme,AWC_ID,AWc_Name,Tot_Children_0to6M,Tot_Children_SC_0to6M,Tot_Children_ST_0to6M,Tot_Children_BC_0to6M,Tot_Children_OC_0to6M,Tot_Children_7Mto3Y,Tot_Children_SC_7Mto3Y,Tot_Children_ST_7Mto3Y,Tot_Children_BC_7Mto3Y,Tot_Children_OC_7Mto3Y,Tot_Children_3Yto6Y,Tot_Children_SC_3Yto6Y,Tot_Children_ST_3Yto6Y,Tot_Children_BC_3Yto6Y,Tot_Children_OC_3Yto6Y,Staff_Count,Budget
2025,10,KAMAREDDY,DOMAKONDA,Peddamallareddy,1805177,Jangampally-5,5,0,0,5,0,32,0,1,29,2,35,0,0,35,0,,
2025,10,KAMAREDDY,DOMAKONDA,Bibipet,1805028,Upparpally-1,1,0,0,1,0,20,0,0,20,0,24,0,0,23,1,,
2025,10,NAGARKURNOOL,KOLLAPUR,Pentlavelly,1410131,Malleoishwaram-I,1,1,0,0,0,17,11,0,5,1,13,8,0,3,2,,
2025,10,SANGAREDDY,SADASIVAPET,Ismailkhanpet,1707075,Sadasiv Nagar,7,6,0,1,0,30,23,0,5,2,22,19,0,2,1,,
2025,10,JANGAON,KODAKANDLA,Palakurthi,2108058,Palakurthy-III,5,1,0,4,0,30,0,0,26,4,24,0,1,23,0,,
2025,10,VIKARABAD,TANDUR,Laxminarayanpur,1510118,PAGIDIPALLY,4,1,0,3,0,26,4,0,22,0,42,18,2,22,0,,
2025,10,MANCHERIAL,BELLAMPALLI(U),Kannala,1904043,Babucamp-II,3,1,0,2,0,18,1,0,10,7,19,1,0,12,6,,
2025,10,MANCHERIAL,BELLAMPALLI(U),Kannala,1904047,Cherllapalli,3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,,
2025,10,KUMARAMBHEEM-ASIFABAD,ASIFABAD,GINNEDHARI,1918033,Gadalapalli,0,0,0,0,0,9,0,9,0,0,10,0,10,0,0,,
2025,10,ADILABAD,ADILABAD(U),YAPALGUDA,1901078,Shivaghat,1,1,0,0,0,8,5,0,3,0,8,3,1,4,0,,
2025,10,KUMARAMBHEEM-ASIFABAD,ASIFABAD,REBBENA,1916054,Rebbena -2,0,0,0,0,0,25,2,12,10,1,32,3,13,14,2,,
2025,10,SIDDIPET,GAJWEL,ahmadipoor,1702241,Kolgoor-II,4,3,0,1,0,30,22,0,8,0,34,31,0,3,0,,
2025,10,JOGULAMBA-GADWAL,MANOPADU,Itikyal,1416150,Budda Reddypally,4,0,0,3,1,43,0,0,25,18,42,0,1,36,5,,
2025,10,JOGULAMBA-GADWAL,MANOPADU,Itikyal,1416168,Munagala-II,0,0,0,0,0,44,0,0,36,8,58,0,0,51,7,,
2025,10,SIDDIPET,GAJWEL,kodakandla,1702227,Akkaram-II,3,1,0,2,0,21,4,0,16,1,6,5,0,1,0,,
2025,10,RANGAREDDY,MAHESHWARAM,Tukkuguda,1505008,Harshaguda I,1,0,1,0,0,9,3,6,0,0,39,8,31,0,0,,
2025,10,NARAYANPET,MADDUR,pallerla,1411020,Jajraopally Tanda,0,0,0,0,0,5,0,5,0,0,23,0,23,0,0,,
2025,10,MEDAK,NARSAPUR,Shivampet,1705099,Gundlapally,5,1,0,3,1,37,5,2,23,7,19,5,1,13,0,,
2025,10,MEDAK,NARSAPUR,Shivampet,1705299,Chrubimla  (ST),5,0,5,0,0,15,0,15,0,0,8,0,8,0,0,,
2025,10,KARIMNAGAR,KARIMNAGAR (R ),Ganneruvaram,2006184,Hanmajipally-1,4,0,0,4,0,17,0,0,8,9,13,0,0,10,3,,
2025,10,KARIMNAGAR,KARIMNAGAR (R ),Ganneruvaram,2006191,Kashimpet,0,0,0,0,0,15,0,0,15,0,13,0,0,11,2,,
2025,10,MEDAK,NARSAPUR,Reddypally,1705117,Jakkapally,12,3,1,8,0,22,4,5,12,1,31,7,2,22,0,,
2025,10,RANGAREDDY,MAHESHWARAM,Rachalur,1505083,Bairagiguda,2,0,0,2,0,7,3,0,2,2,11,2,0,9,0,,
2025,10,RANGAREDDY,MAHESHWARAM,Rachalur,1505087,Thurkaguda,0,0,0,0,0,2,1,0,1,0,7,7,0,0,0,,
2025,10,NIZAMABAD,BODHAN,Saloora,1804046,Saloora-3,3,0,0,3,0,26,0,0,24,2,39,0,0,39,0,,
2025,10,WARANGAL,NARSAMPET,NALLABELLY,2112222,Nallabelli - I,5,1,0,3,1,33,6,0,20,7,25,4,0,19,2,,
2025,10,WARANGAL,NARSAMPET,NALLABELLY,2112240,Arshanapalli,0,0,0,0,0,6,6,0,0,0,5,5,0,0,0,,
2025,10,NIZAMABAD,ARMOOR,Balkonda,1801170,Chittapoor-2,8,4,0,4,0,37,22,0,14,1,41,24,0,16,1,,
2025,10,NIZAMABAD,ARMOOR,Balkonda,1801188,Jalalpur,3,0,0,2,1,19,5,0,13,1,17,2,0,13,2,,
2025,10,MEDAK,ALLADURG,Regode,1703238,R Itikyala -1,0,0,0,0,0,10,0,0,10,0,10,0,0,10,0,,
2025,10,MEDAK,ALLADURG,Regode,1703345,kattekommu Thanda,1,0,1,0,0,5,0,5,0,0,4,1,3,0,0,,
2025,10,NIZAMABAD,ARMOOR,Pipri,1801131,Fathepoor-1,5,0,0,4,1,27,4,3,10,10,42,2,8,24,8,,
2025,10,BHADRADRI-KOTHAGUDEM,ASWARAOPET (T),Jammigudem,2201027,Moddulagudem,4,0,4,0,0,13,1,10,2,0,10,0,10,0,0,,
2025,10,BHADRADRI-KOTHAGUDEM,ASWARAOPET (T),Jammigudem,2201016,Achutapuram -1,0,0,0,0,0,16,13,1,2,0,7,6,0,1,0,,
2025,10,SIDDIPET,CHERIAL,AKUNUR,2101019,Nagapuri - IV,1,0,0,1,0,13,4,0,9,0,11,1,0,9,1,,
2025,10,SIDDIPET,CHERIAL,AKUNUR,2101037,Vechareni - I,0,0,0,0,0,25,2,1,18,4,25,5,0,20,0,,
2025,10,SIDDIPET,CHERIAL,AKUNUR,2101058,Dommata,3,0,0,3,0,11,0,0,8,3,15,0,0,12,3,,
2025,10,NIRMAL,BHAINSA,Pardi B,1911338,Marlagonda Tanda,0,0,0,0,0,16,0,16,0,0,12,0,12,0,0,,
2025,10,PEDDAPALLI,MANTHANI,MUTTARAM,2010028,ADAVI SRI RAMPOOR2,4,0,0,4,0,22,0,0,19,3,11,0,0,11,0,,
2025,10,MAHABUBABAD ,DORNAKAL,Dornakal,2118013,New Nehru Street,1,0,0,1,0,12,3,3,5,1,4,0,3,1,0,,
2025,10,PEDDAPALLI,MANTHANI,EGLASPOOR,2010078,Lakkepoor-1,1,0,0,1,0,6,5,0,1,0,9,4,0,5,0,,
2025,10,PEDDAPALLI,MANTHANI,EGLASPOOR,2010096,Gopal Poor,2,0,0,2,0,17,0,2,13,2,14,0,0,12,2,,
2025,10,NIZAMABAD,ARMOOR,Armoor Urban,1801081,Zirayath Nagar-3,12,1,0,2,9,63,0,0,44,19,69,0,1,57,11,,
2025,10,NIRMAL,BHAINSA,Siddarthanagar,1911266,Netaji Nagar,9,0,0,9,0,55,3,2,50,0,29,4,0,25,0,,
2025,10,JAYASHANKAR-BHUPALAPALLI,BHUPALPALLI,Gorlaveedu,2102181,Kothapally -1,2,2,0,0,0,20,19,0,0,1,16,16,0,0,0,,
2025,10,MAHABUBABAD ,DORNAKAL,Gopalapuram,2211052,Balajithanda,10,0,10,0,0,29,0,29,0,0,17,0,17,0,0,,
2025,10,KARIMNAGAR,KARIMNAGAR (R ),Kothagattu,2001169,Metpally-5,1,1,0,0,0,11,0,0,11,0,9,0,0,9,0,,
2025,10,SIDDIPET,GAJWEL,Rayapole,1702183,kothapally-II,1,0,0,0,1,15,13,0,1,1,21,18,0,3,0,,
2025,10,SIDDIPET,GAJWEL,Markook,1702026,Pamualaparhti-II,4,0,0,4,0,43,1,1,40,1,90,0,1,88,1,,
2025,10,KARIMNAGAR,KARIMNAGAR (R ),Chigurumamidi,2003075,Bommanapally-IV,3,3,0,0,0,24,9,1,11,3,10,6,0,4,0,,
2025,10,KHAMMAM,MADHIRA,MADHIRA 1,2210009,Madhira-IX,0,0,0,0,0,33,2,1,22,8,28,4,1,19,4,,
2025,10,MEDAK,NARSAPUR,Gomaram,1705234,Lachireddigudem,6,0,0,4,2,28,0,0,18,10,24,0,0,20,4,,
2025,10,SIDDIPET,GAJWEL,Ramsagar,1702217,Veeranagar,1,0,0,1,0,19,2,0,17,0,38,7,0,31,0,,
2025,10,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,131 Quthbullapur,1512170,Dattatreyanagar - I,5,1,1,3,0,85,17,3,44,21,93,28,3,44,18,,
2025,10,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,ParvathNag,1513140,Rajivgandhinager-I Musapet,11,0,0,6,5,107,4,0,76,27,85,0,0,73,12,,
2025,10,MEDAK,NARSAPUR,Kowdipally,1705059,Kowdipally-I,5,0,1,4,0,22,0,3,18,1,17,3,0,13,1,,
2025,10,KHAMMAM,MADHIRA,YERRUPALEM 2,2210184,Pegallapadu-II,0,0,0,0,0,12,11,0,0,1,16,16,0,0,0,,
2025,10,KHAMMAM,MADHIRA,YERRUPALEM 2,2210252,Thakallapadu-III,4,0,0,1,3,6,1,0,1,4,5,1,0,2,2,,
2025,10,KHAMMAM,MADHIRA,WYRA 3,2210077,KG Siripuram-II,3,1,0,0,2,9,5,1,2,1,9,0,0,8,1,,
2025,10,KHAMMAM,MADHIRA,WYRA 3,2210082,Musalimadugu-II,0,0,0,0,0,19,4,0,11,4,9,1,0,7,1,,
2025,10,MEDAK,NARSAPUR,Narayanapur,1705093,Nagulapally,10,4,1,4,1,39,7,0,23,9,38,9,0,21,8,,
2025,10,NAGARKURNOOL,KALAWAKURTHY,Rangapur,1408160,Mitta Sadagodu,3,2,0,1,0,13,2,0,10,1,44,5,0,39,0,,
2025,10,ADILABAD,BOATH,Sonala,1905256,Punyanaik tanda,1,0,0,1,0,14,0,0,14,0,30,0,1,29,0,,
2025,10,NIZAMABAD,BHEEMGAL,Sirikonda,1803269,Narayana T,5,0,5,0,0,17,0,17,0,0,23,0,23,0,0,,
2025,10,ADILABAD,BOATH,Boath,1905006,Boath - VI,1,0,0,1,0,30,0,0,29,1,31,1,1,26,3,,
2025,10,NAGARKURNOOL,KALAWAKURTHY,Jupally,1408153,Sarabanda Tanda,0,0,0,0,0,7,0,7,0,0,5,0,4,0,1,,
2025,10,NIZAMABAD,BHEEMGAL,Kammarpally,1803026,Choutpally-3,5,0,0,4,1,28,3,0,20,5,38,1,0,37,0,,
2025,10,NAGARKURNOOL,KALAWAKURTHY,Peddapur,1408260,Cherukur get ,0,0,0,0,0,3,0,0,3,0,6,0,0,6,0,,
2025,10,NAGARKURNOOL,KALAWAKURTHY,Peddapur,1408103,Kuppa Gandla-II,4,2,0,2,0,31,20,0,7,4,10,6,0,2,2,,
2025,10,ADILABAD,BOATH,Dhannur,1905013,Dhannur-II,1,0,0,1,0,31,0,10,9,12,34,0,15,9,10,,
2025,10,NIZAMABAD,BHEEMGAL,Gadkole,1803262,Ambarsing T,4,0,4,0,0,10,0,9,0,1,17,0,17,0,0,,
2025,10,NAGARKURNOOL,KALAWAKURTHY,MARCHALA,1408053,Thotapally-II,1,1,0,0,0,19,13,0,1,5,29,21,0,6,2,,
2025,10,NIZAMABAD,BHEEMGAL,yergatla,1803162,Thalla Rampoor-2,4,0,0,4,0,27,3,0,22,2,21,3,0,18,0,,
2025,10,NAGARKURNOOL,KALAWAKURTHY,kalwakurthy,1408017,Shivalayam Veedi,5,0,0,3,2,30,0,1,14,15,15,0,0,6,9,,
2025,10,NIZAMABAD,BHEEMGAL,Konasamundar,1803019,Basheerabad-1-2,2,1,0,1,0,23,1,0,18,4,50,1,0,45,4,,
2025,10,NAGARKURNOOL,NAGARKURNOOL,Ithole,1404116,Ithole - I,1,0,0,1,0,27,1,1,22,3,22,0,0,21,1,,
2025,10,KAMAREDDY,KAMAREDDY,TADWAI,1806127,Chandapoor-1,3,0,1,1,1,13,2,0,3,8,16,1,0,5,10,,
2025,10,MAHABUBNAGAR,MAHBUBNAGAR (U),NANCHERLA,1508168,Jakkulapally,5,1,0,4,0,31,4,5,21,1,13,2,2,7,2,,
2025,10,MAHABUBNAGAR,MAHBUBNAGAR (U),Yedira,1412054,Shashebgutta,5,0,0,2,3,43,3,0,36,4,32,1,0,28,3,,
2025,10,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,132 Jeedimetla,1512168,Vennalagadda I,7,3,0,4,0,48,8,3,30,7,52,11,2,31,8,,
2025,10,MEDAK,NARSAPUR,Faizabad,1705313,Gujiri  (ST),1,0,1,0,0,2,0,2,0,0,6,0,6,0,0,,
2025,10,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,132 Jeedimetla,1512150,Ayodaya Nagar-I ward No:132,3,0,0,0,3,57,5,2,25,25,74,5,2,41,26,,
2025,10,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,127 RangaReddy Nagar,1512099,Venkatramreddy Nagar-II,2,0,0,1,1,17,1,1,6,9,61,9,0,44,8,,
2025,10,RANGAREDDY,MAHESHWARAM,Rachalur,1505066,Katikapally,2,0,0,2,0,14,2,0,12,0,15,4,0,11,0,,
2025,10,MEDAK,NARSAPUR,Reddypally,1705113,C C Kunta-II,5,1,0,4,0,40,5,0,34,1,39,7,0,28,4,,
2025,10,SIDDIPET,GAJWEL,ahmadipoor,1702020,Singotam-I,5,2,0,1,2,14,6,0,7,1,31,17,2,11,1,,
2025,10,MEDAK,NARSAPUR,Shivampet,1705164,Gudoor,5,1,0,3,1,47,10,1,26,10,23,6,0,12,5,,
2025,10,MEDAK,NARSAPUR,Shivampet,1705296,Bhikya  (ST),0,0,0,0,0,9,0,9,0,0,18,0,18,0,0,,
2025,10,NARAYANPET,MADDUR,buneed,1411041,Kishannagar,3,0,0,2,1,6,1,0,5,0,12,1,0,10,1,,
2025,10,SIDDIPET,GAJWEL,ahmadipoor,1702169,Bejgom-II,2,0,0,2,0,28,0,0,27,1,21,0,0,19,2,,
2025,10,RANGAREDDY,MAHESHWARAM,Maheshwaram,1505015,Kotha thanda,1,0,1,0,0,9,2,7,0,0,8,3,5,0,0,,
2025,10,RANGAREDDY,MAHESHWARAM,Maheshwaram,1505029,Subhanpur,8,1,0,6,1,50,11,0,34,5,33,13,0,19,1,,
2025,10,JOGULAMBA-GADWAL,MANOPADU,Itikyal,1416171,Gopladinne,0,0,0,0,0,23,10,0,12,1,38,19,0,19,0,,
2025,10,JOGULAMBA-GADWAL,MANOPADU,Itikyal,1416189,Vavila-ii,9,5,0,4,0,39,16,0,22,1,49,16,0,31,2,,
2025,10,KARIMNAGAR,KARIMNAGAR (R ),Ganneruvaram,2006187,Genneruvaram 1,2,1,0,1,0,26,6,0,14,6,25,5,1,15,4,,
2025,10,SIDDIPET,GAJWEL,Jagadevpoo,1702087,Gollapally-I,0,0,0,0,0,20,2,0,18,0,14,4,0,8,2,,
2025,10,SIDDIPET,GAJWEL,Jagadevpoo,1702173,Kothapeta,1,0,0,1,0,20,0,1,18,1,22,0,2,17,3,,
2025,10,SIDDIPET,GAJWEL,kodakandla,1702231,Kodakandla-II,7,0,0,7,0,29,0,0,16,13,23,0,0,22,1,,
2025,10,NARAYANPET,MADDUR,pallerla,1411031,Pallerla IV,1,0,0,1,0,37,4,1,29,3,26,0,1,24,1,,
2025,10,KARIMNAGAR,KARIMNAGAR (R ),Keshavapatnam,2001147,Ambalpur-1,0,0,0,0,0,14,1,0,10,3,11,0,0,9,2,,
2025,10,SURYAPET,TUNGATURTI,Thirumalagiri,2318149,Ravi charuvu thanda,1,0,1,0,0,12,0,12,0,0,4,0,4,0,0,,
2025,10,HYDERABAD,KHAIRATABAD,Banjarahills,1601104,Krishna nagar,6,1,0,5,0,58,13,3,28,14,46,6,1,25,14,,
2025,10,MEDAK,NARSAPUR,Ganapur,1702061,Ravelly,9,1,0,6,2,52,0,4,30,18,36,3,1,29,3,,
2025,10,NARAYANPET,MADDUR,nidjinta,1411233,Davara gattu Tanda,0,0,0,0,0,5,0,2,2,1,6,0,3,3,0,,
2025,10,SURYAPET,TUNGATURTI,Thungathurthy,2318034,VELUGUPALLI-I,0,0,0,0,0,14,12,0,2,0,21,16,0,5,0,,
2025,10,MEDCHAL - MALKAJIGIRI,QUTHBULLAPUR,Erragadda,1601068,Prem nagar III,5,0,0,1,4,42,4,0,14,24,32,3,0,5,24,,
2025,10,KHAMMAM,MADHIRA,BONAKAL 1,2210240,Chirunomula-III,1,0,0,1,0,12,2,0,10,0,13,2,0,11,0,,
2025,10,KUMARAMBHEEM-ASIFABAD,JAINOOR,Lingapur,1917304,Ramnaiktanda,0,0,0,0,0,22,2,20,0,0,30,0,30,0,0,,
2025,10,NIRMAL,KHANAPUR,Mamada,1908078,Dimmadurthi-II,9,1,0,7,1,21,1,0,17,3,27,0,1,24,2,,
2025,10,KUMARAMBHEEM-ASIFABAD,JAINOOR,Jamni,1917017,Garenguda,2,0,2,0,0,10,0,10,0,0,12,0,12,0,0,,
2025,10,KUMARAMBHEEM-ASIFABAD,JAINOOR,Jamni,1917053,Polasa,3,0,3,0,0,16,0,14,2,0,20,1,19,0,0,,
2025,10,JAGITYAL,JAGITYAL,Urban 1 ,2005008,Nagendra nagar,0,0,0,0,0,24,1,0,22,1,64,1,0,62,1,,
2025,10,NIRMAL,KHANAPUR,Ambaripet,1908329,Udumpur-Lambadithanda,9,2,7,0,0,40,5,34,0,1,28,4,24,0,0,,
2025,10,KUMARAMBHEEM-ASIFABAD,JAINOOR,Jamgaon,1917051,Patnapur Muslimguda,1,0,0,1,0,10,0,2,3,5,12,0,2,1,9,,
2025,10,NIRMAL,KHANAPUR,Dasturabad,1908127,Munyal-II,4,0,4,0,0,26,0,26,0,0,28,0,28,0,0,,
2025,10,VIKARABAD,TANDUR,Laxminarayanpur,1510269,Malreddypalli,0,0,0,0,0,11,1,0,10,0,15,0,0,15,0,,
2025,10,NIRMAL,NIRMAL,Bangalpet,1912022,BESTAWARPET-I,5,0,0,3,2,29,0,0,27,2,37,0,0,30,7,,
2025,10,NIRMAL,NIRMAL,Jam,1912137,JAM-I,9,0,0,9,0,36,0,0,36,0,42,1,0,39,2,,
2025,10,BHADRADRI-KOTHAGUDEM,YELLANDU,Yellandulapadu,2215003,Harijanawada (GCC Area),1,0,0,1,0,12,4,1,7,0,10,3,2,4,1,,
2025,10,BHADRADRI-KOTHAGUDEM,YELLANDU,Yellandulapadu,2215369,J. K colony,0,0,0,0,0,6,0,1,5,0,13,0,0,13,0,,
2025,10,BHADRADRI-KOTHAGUDEM,YELLANDU,Nayakulagudem,2215120,Pathapusapalli,1,0,0,0,1,8,1,7,0,0,8,1,7,0,0,,
2025,10,MANCHERIAL,MANCHERIAL,HAJIPUR,1909114,Namnoor-I,1,0,0,1,0,18,8,0,10,0,34,7,0,27,0,,
2025,10,MANCHERIAL,MANCHERIAL,POCHAM BASTHI,1909214,Amarvadi,0,0,0,0,0,14,10,0,4,0,28,16,0,10,2,,
2025,10,MULUGU,MULUGU,NARSAPUR,2111151,Inchemcherupalli,4,0,2,0,2,40,3,20,17,0,24,1,11,11,1,,
2025,10,MANCHERIAL,MANCHERIAL,ACC ,1909180,Reddy Coloney,0,0,0,0,0,36,5,4,19,8,21,2,1,14,4,,
2025,10,MULUGU,MULUGU,Kodeshalakunta,2111015,Jaggannapet,2,1,0,1,0,13,1,0,12,0,18,3,1,13,1,,
2025,10,BHADRADRI-KOTHAGUDEM,YELLANDU,Komararam,2215084,Pocharam thanda,0,0,0,0,0,18,2,15,1,0,15,1,14,0,0,,
2025,10,BHADRADRI-KOTHAGUDEM,YELLANDU,Rompaid,2215118,Medikunta,0,0,0,0,0,15,0,15,0,0,8,1,7,0,0,,
2025,10,BHADRADRI-KOTHAGUDEM,YELLANDU,StationBasthi,2215303,Vengalrao colony,9,1,1,6,1,30,5,2,20,3,46,6,4,30,6,,
2025,10,MANCHERIAL,MANCHERIAL,RAMAN COLONY,1910014,Ramancolony-4,4,2,0,2,0,20,5,1,14,0,20,6,0,13,1,,
2025,10,BHADRADRI-KOTHAGUDEM,YELLANDU,Sudimalla,2215018,Marrigudem-3,4,0,4,0,0,14,0,14,0,0,9,0,9,0,0,,
2025,10,NIRMAL,NIRMAL,Mujgi,1912307,Gangapur,0,0,0,0,0,10,1,9,0,0,11,0,11,0,0,,
2025,10,NIRMAL,NIRMAL,Wadyal,1912173,WODDEPALLI,4,0,0,4,0,13,0,0,13,0,17,0,0,17,0,,
2025,10,PEDDAPALLI,RAMAGUNDAM (U),Kukkala gudur,2012078,VEMUNUR,3,0,0,3,0,24,5,0,19,0,17,1,0,16,0,,
2025,10,PEDDAPALLI,RAMAGUNDAM (U),Ramagundam,2013014,T K Ramaiah Colony,13,8,4,0,1,38,29,7,1,1,27,21,5,0,1,,
2025,10,BHADRADRI-KOTHAGUDEM,DAMMAPETA,Jaganadhapuram,2216136,CHITHAPETA	 ,2,0,2,0,0,14,0,14,0,0,14,0,14,0,0,,
2025,10,SANGAREDDY,ZAHEERABAD,Allipur,1711105,Algol - I,2,1,0,0,1,32,15,0,12,5,65,38,0,20,7,,
2025,10,MANCHERIAL,LUXETTIPET,JANNARAM,1908211,Jannaram-III,2,0,0,0,2,24,0,0,10,14,15,0,0,3,12,,
2025,10,MANCHERIAL,LUXETTIPET,LUXETTIPET,1909079,Luxettipet - I,3,0,0,3,0,33,0,0,32,1,10,0,0,10,0,,
2025,10,NIRMAL,MUDHOLE,EDBID,1911053,Chintakunta,1,0,0,1,0,12,1,0,11,0,29,2,5,16,6,,
2025,10,NARAYANPET,MADDUR,pallerla,1411013,Damganpur-II,0,0,0,0,0,14,5,1,4,4,21,14,1,5,1,,
2025,10,MEDAK,NARSAPUR,Narsapur,1704268,Vigneshwara colony,0,0,0,0,0,43,6,0,31,6,36,2,3,27,4,,
2025,10,MEDAK,NARSAPUR,Narsapur,1705102,Nathnaipally-I,4,0,0,4,0,21,0,0,21,0,32,0,1,30,1,,
2025,10,SURYAPET,TUNGATURTI,Maddirala,2318050,Kukkadam -2,4,2,0,2,0,15,7,0,8,0,8,0,0,8,0,,
2025,10,SURYAPET,TUNGATURTI,Maddirala,2318186,Rajanaik Thanda,0,0,0,0,0,3,0,3,0,0,2,0,2,0,0,,
2025,10,SURYAPET,TUNGATURTI,Maddirala,2318199,Gorendtla-II,1,1,0,0,0,8,8,0,0,0,11,11,0,0,0,,
2025,10,JOGULAMBA-GADWAL,MANOPADU,Rajoli,1416114,P.Thandrapad-III,8,3,0,3,2,23,7,0,12,4,25,13,0,11,1,,
2025,10,JOGULAMBA-GADWAL,MANOPADU,Rajoli,1416127,Rajoli-V,4,0,0,2,2,39,0,0,38,1,31,0,0,29,2,,
2025,10,NARAYANPET,MADDUR,kosgi,1411081,Kosgi V,3,0,0,3,0,28,0,0,25,3,23,0,0,23,0,,
2025,10,SURYAPET,TUNGATURTI,Thirumalagiri,2318118,Nandapuram,0,0,0,0,0,19,4,0,15,0,28,5,0,23,0,,
2025,10,KHAMMAM,MADHIRA,BONAKAL 2,2210290,Motamarri-III,0,0,0,0,0,4,1,0,2,1,6,4,0,2,0,,
2025,10,ADILABAD,ADILABAD(U),BADATALAB,1902020,Badatalaab-2,3,1,0,1,1,24,5,0,7,12,19,2,0,8,9,,
2025,10,KUMARAMBHEEM-ASIFABAD,ASIFABAD,ASIFABAD,1903005,Rajampeta -1,6,0,0,5,1,35,2,0,29,4,23,2,0,19,2,,
2025,10,KUMARAMBHEEM-ASIFABAD,ASIFABAD,ASIFABAD,1903006,Rajampeta -2,2,0,0,2,0,14,3,6,5,0,18,9,3,6,0,,
2025,10,KUMARAMBHEEM-ASIFABAD,ASIFABAD,CHIRRAKUNTA,1903105,Samela,1,1,0,0,0,8,0,2,6,0,5,0,1,4,0,,
2025,10,MANCHERIAL,BELLAMPALLI(U),Madaram,1916109,Madaram -2,2,2,0,0,0,16,11,2,2,1,8,4,0,4,0,,
2025,10,MANCHERIAL,BELLAMPALLI(U),Kasipet,1916123,LAMBADITHANDA,8,0,5,3,0,59,9,37,13,0,49,4,38,5,2,,
2025,10,MANCHERIAL,BELLAMPALLI(U),Akenapally,1904056,Akenapalli-(SC),1,1,0,0,0,16,15,0,1,0,11,11,0,0,0,,
2025,10,MANCHERIAL,BELLAMPALLI(U),Kasipet,1909257,Ramnaikthanda,3,0,3,0,0,20,0,20,0,0,22,2,18,2,0,,
2025,10,MANCHERIAL,BELLAMPALLI(U),Chopparapally,1904091,Station Road,8,5,0,3,0,25,12,1,7,5,23,12,0,11,0,,
2025,10,MANCHERIAL,BELLAMPALLI(U),Bheemini,1913165,BheeMini - 2,3,0,1,2,0,17,0,2,15,0,15,0,3,12,0,,
2025,10,MANCHERIAL,BELLAMPALLI(U),Bheemini,1913166,Jaggaipet,5,3,1,1,0,13,4,1,5,3,13,4,3,5,1,,
2025,10,KUMARAMBHEEM-ASIFABAD,ASIFABAD,SUNGAPUR,1918031,Gudipet,4,0,4,0,0,20,0,20,0,0,6,0,6,0,0,,
2025,10,KUMARAMBHEEM-ASIFABAD,ASIFABAD,SUNGAPUR,2318291,Kolamguda (S),1,0,1,0,0,14,0,14,0,0,15,0,15,0,0,,
2025,10,ADILABAD,ADILABAD(U),MANNUR,1905228,Soyamguda,1,0,1,0,0,7,0,7,0,0,12,0,12,0,0,,
2025,10,ADILABAD,ADILABAD(U),BHUKTHAPUR,1902069,Bhukthapur-1,7,1,0,3,3,35,1,2,12,20,23,1,1,9,12,,
2025,10,ADILABAD,ADILABAD(U),BHUKTHAPUR,1902070,Bhukthapur-2,1,1,0,0,0,23,9,1,5,8,18,4,2,7,5,,
2025,10,HYDERABAD,NAMPALLY,HIMAYATNAGAR,1602046,Rosecolony,4,2,0,2,0,54,14,2,32,6,50,19,4,24,3,,
2025,10,SIDDIPET,HUSNABAD,AKKANAPET,2003013,Janagama-I,5,1,0,4,0,16,0,0,16,0,15,0,0,15,0,,
2025,10,SIDDIPET,HUSNABAD,AKKANAPET,2003014,Janagama-II,3,0,0,2,1,15,1,0,13,1,12,1,0,11,0,,
2025,10,SIDDIPET,HUSNABAD,SHANIGARAM,2003113,Shanigaram-II,0,0,0,0,0,9,1,0,8,0,18,1,0,16,1,,
2025,10,HYDERABAD,NAMPALLY,BAHADURPURA I,2212253,K.R.Guda I area,0,0,0,0,0,24,1,0,0,23,8,0,0,0,8,,
2025,10,MEDAK,MEDAK,Haveli Ghanpur,1704061,BB Pur,3,0,0,3,0,19,2,5,12,0,26,5,1,20,0,,
2025,10,MEDAK,MEDAK,Haveli Ghanpur,1704211,Byathole,3,2,0,0,1,21,12,0,8,1,27,11,0,14,2,,
2025,10,SIDDIPET,HUSNABAD,BEGAMPET,2006172,Gudem ,5,2,0,2,1,13,7,0,2,4,19,10,1,7,1,,
2025,10,HYDERABAD,NAMPALLY,KACHIGUDA,1605003,Mether Basthi,0,0,0,0,0,46,10,3,33,0,61,8,0,45,8,,
2025,10,KARIMNAGAR,HUZURABAD,Saidapur,2001105,Ammanagurthi-1,9,2,1,5,1,22,9,0,12,1,28,8,0,19,1,,
2025,10,KARIMNAGAR,HUZURABAD,Saidapur,2001191,Jagirpally-2,6,0,0,6,0,31,0,0,30,1,25,0,0,25,0,,
2025,10,SIDDIPET,HUSNABAD,RAMAVARAM,2003027,Gudatipally,2,0,0,2,0,10,0,1,9,0,16,0,4,12,0,,
2025,10,MEDAK,MEDAK,Nagarapanchayiti-I,1704276,Venkatraonagar Colony,10,2,0,2,6,54,2,0,14,38,54,5,0,25,24,,
